[Abberath's Hooves]:25c/0,15div  (Artwork:AbberathsHooves)
[Springleaf]:1c/0,01div  (Artwork:ShieldStrIntUnique2)
[Squirming Terror]:10c/0,06div  (Artwork:WrithingLoop)
[Starcaller][6L]:436,64c/2,6div  (Artwork:Starfell)
[Starcaller][5L]:167,94c/1div  (Artwork:Starfell)
[Starcaller]:150c/0,89div  (Artwork:Starfell)
[Starforge][5L]:1175,58c/7div  (Artwork:Starforge)
[Starforge][6L]:1158,79c/6,9div  (Artwork:Starforge)
[Starforge]:1007,64c/6div  (Artwork:Starforge)
[Starkonja's Head]:2,1c/0,01div  (Artwork:Furryheadofstarkonja)
[Starlight Chalice]:2015,76c/12div  (Artwork:AdaptationFlask02)
[Stasis Prison][5L]:2771,67c/16,5div  (Artwork:ChronomancerArmour)
[Stasis Prison][6L]:1343,84c/8div  (Artwork:ChronomancerArmour)
[Stasis Prison]:1007,88c/6div  (Artwork:ChronomancerArmour)
[Steelworm]:5c/0,03div  (Artwork:ShardQuiver)
[Steppan Eard]:15c/0,09div  (Artwork:Assedaisfervor)
[Stone of Lazhwar]:5c/0,03div  (Artwork:Amulet5Unique)
[Storm Cloud][6L]:80c/0,48div  (Artwork:Stormcloud)
[Storm Cloud][5L]:20c/0,12div  (Artwork:Stormcloud)
[Storm Cloud]:1c/0,01div  (Artwork:Stormcloud)
[Storm Prison]:2c/0,01div  (Artwork:StormPrison)
[Storm Secret]:5c/0,03div  (Artwork:ThunderLoop)
[Stormcharger]:1c/0,01div  (Artwork:Stormcharger)
[Stormfire]:5c/0,03div  (Artwork:StormFire)
[Storm's Gift]:4c/0,02div  (Artwork:StormGloves)
[Stormseeker]:3c/0,02div  (Artwork:StormseekerGloves)
[Stormshroud]:335,96c/2div  (Artwork:GreenJewel2)
[Story of the Vaal]:10c/0,06div  (Artwork:StoryOfTheVaal)
[Stranglegasp]:6719,2c/40div  (Artwork:GiftOfGloph)
[Sublime Vision]:167,98c/1div  (Artwork:SublimeVision)
[Sudden Dawn]:8c/0,05div  (Artwork:SoullessElegance)
[Sunblast]:10c/0,06div  (Artwork:Belt8)
[Sundance]:1c/0,01div  (Artwork:Sundance)
[Surgebinders]:1c/0,01div  (Artwork:SurgeBinders)
[Survivor's Guilt]:7c/0,04div  (Artwork:ImbalancedCord)
[Svalinn]:19317,7c/115div  (Artwork:LayeredBarrierShield)
[Tabula Rasa][6L]:9c/0,05div  (Artwork:TabulaRasa)
[Tainted Pact]:4c/0,02div  (Artwork:TaintedPact)
[Tanu Ahi]:1c/0,01div  (Artwork:GorefistGloves)
[Taproot]:3c/0,02div  (Artwork:MarrowGasher)
[Taryn's Shiver][6L]:100c/0,6div  (Artwork:Tarynsshiver)
[Taryn's Shiver][5L]:66c/0,39div  (Artwork:Tarynsshiver)
[Taryn's Shiver]:4c/0,02div  (Artwork:Tarynsshiver)
[Tasalio's Sign]:3c/0,02div  (Artwork:TasaliosSign)
[Taste of Hate]:14c/0,08div  (Artwork:TasteOfHate)
[Tavukai]:5c/0,03div  (Artwork:Tavukai)
[Tawhanuku's Timing]:5c/0,03div  (Artwork:TawhanukuRing)
[Tawhoa's Felling][6L]:167,94c/1div  (Artwork:JadeMarohiErqiHammer)
[Tawhoa's Felling][5L]:167,94c/1div  (Artwork:JadeMarohiErqiHammer)
[Tawhoa's Felling]:21,8c/0,13div  (Artwork:JadeMarohiErqiHammer)
[Tear of Purity]:2c/0,01div  (Artwork:TearOfPurity)
[Tecrod's Gaze]:20c/0,12div  (Artwork:MurderousEyeUnique)
[Tempered Flesh]:5c/0,03div  (Artwork:TemperedRed)
[Tempered Mind]:4c/0,02div  (Artwork:TemperedBlue)
[Tempered Spirit]:30c/0,18div  (Artwork:TemperedGreen)
[Temptation Step]:6,5c/0,04div  (Artwork:AtaitolBoots)
[Terminus Est][6L]:100c/0,6div  (Artwork:TwoHandSwordUnique2)
[Terminus Est][5L]:25c/0,15div  (Artwork:TwoHandSwordUnique2)
[Terminus Est]:2c/0,01div  (Artwork:TwoHandSwordUnique2)
[The Admiral][6L]:671,92c/4div  (Artwork:HeartoftheElements)
[The Admiral][5L]:167,98c/1div  (Artwork:HeartoftheElements)
[The Admiral]:90c/0,54div  (Artwork:HeartoftheElements)
[The Adorned]:56,5c/0,34div  (Artwork:TrialmasterJew)
[The Anima Stone]:70c/0,42div  (Artwork:GolemChaos)
[The Annihilating Light][6L]:335,88c/2div  (Artwork:IntrepidusDolorem)
[The Annihilating Light][5L]:91,5c/0,54div  (Artwork:IntrepidusDolorem)
[The Annihilating Light]:15c/0,09div  (Artwork:IntrepidusDolorem)
[The Anticipation]:10c/0,06div  (Artwork:Longing1)
[The Anvil]:5c/0,03div  (Artwork:Anvil)
[The Apostate][5L]:755,91c/4,5div  (Artwork:UberCortexArmour)
[The Apostate][6L]:671,92c/4div  (Artwork:UberCortexArmour)
[The Apostate]:335,96c/2div  (Artwork:UberCortexArmour)
[The Arkhon's Tools]:20c/0,12div  (Artwork:TinkerersTools)
[The Aylardex]:4c/0,02div  (Artwork:Xedralyas)
[The Balance of Terror]:167,98c/1div  (Artwork:unique19)
[The Baron]:1c/0,01div  (Artwork:TheBaron)
[The Battle Within]:5c/0,03div  (Artwork:UniqueOakbranch)
[The Beachhead](T5):10c/0,06div  (Artwork:HarbingerWhite)
[The Beachhead](T15):7,6c/0,05div  (Artwork:HarbingerRed)
[The Beachhead](T10):7,3c/0,04div  (Artwork:HarbingerYellow)
[The Beast Fur Shawl][6L]:54c/0,32div  (Artwork:BeastFurShawl)
[The Beast Fur Shawl][5L]:21c/0,13div  (Artwork:BeastFurShawl)
[The Beast Fur Shawl]:2c/0,01div  (Artwork:BeastFurShawl)
[The Black Cane]:3c/0,02div  (Artwork:TheBlackCane)
[The Blood Dance]:3c/0,02div  (Artwork:GoreFrenzy)
[The Blood of Innocence]:1007,88c/6div  (Artwork:CoreRelicUnique1x2)
[The Blood Reaper][6L]:30c/0,18div  (Artwork:TwoHandAxeUnique2)
[The Blood Reaper][5L]:16,8c/0,1div  (Artwork:TwoHandAxeUnique2)
[The Blood Reaper]:1c/0,01div  (Artwork:TwoHandAxeUnique2)
[The Blood Thorn]:1c/0,01div  (Artwork:TheBloodThorn)
[The Blue Dream]:10c/0,06div  (Artwork:TheBlueDream)
[The Blue Nightmare]:167,98c/1div  (Artwork:TheBlueDreamUpgrade)
[The Brass Dome][6L]:335,96c/2div  (Artwork:DomeOfBrass)
[The Brass Dome][5L]:134c/0,8div  (Artwork:DomeOfBrass)
[The Brass Dome]:30c/0,18div  (Artwork:DomeOfBrass)
[The Brine Crown]:105c/0,63div  (Artwork:TheBrineCrown)
[The Bringer of Rain]:4c/0,02div  (Artwork:TheBringerofRain)
[The Broken Censer]:5c/0,03div  (Artwork:RelicUnique3x1)
[The Broken Crown]:3c/0,02div  (Artwork:BrokenCrown)
[The Burden of Shadows][6L]:512,22c/3,05div  (Artwork:VoodooKingStaff)
[The Burden of Shadows]:20c/0,12div  (Artwork:VoodooKingStaff)
[The Burden of Truth]:5c/0,03div  (Artwork:SirusBelt)
[The Celestial Brace]:3191,62c/19div  (Artwork:UberSearingExarchGloves)
[The Chains of Castigation]:335,96c/2div  (Artwork:CoreRelicUnique1x3)
[The Coming Calamity][6L]:50c/0,3div  (Artwork:SpiritHarness)
[The Coming Calamity][5L]:17,5c/0,1div  (Artwork:SpiritHarness)
[The Coming Calamity]:1c/0,01div  (Artwork:SpiritHarness)
[The Consuming Dark]:5c/0,03div  (Artwork:ConsumingtheDark)
[The Covenant][6L]:419,95c/2,5div  (Artwork:Embrace)
[The Covenant][5L]:100c/0,6div  (Artwork:Embrace)
[The Covenant]:30c/0,18div  (Artwork:Embrace)
[The Coward's Trial](T10):50c/0,3div  (Artwork:UndeadSiege)
[The Coward's Trial](T7):30c/0,18div  (Artwork:UndeadSiege)
[The Coward's Trial](T16):30c/0,18div  (Artwork:UndeadSiege)
[The Coward's Trial](T14):30c/0,18div  (Artwork:UndeadSiege)
[The Crimson Storm][6L]:62c/0,37div  (Artwork:FortificationsUnique)
[The Crimson Storm][5L]:32c/0,19div  (Artwork:FortificationsUnique)
[The Crimson Storm]:10c/0,06div  (Artwork:FortificationsUnique)
[The Dancing Dervish][6L]:100c/0,6div  (Artwork:Rhysblade)
[The Dancing Dervish][5L]:49c/0,29div  (Artwork:Rhysblade)
[The Dancing Dervish]:2c/0,01div  (Artwork:Rhysblade)
[The Dark Monarch]:30c/0,18div  (Artwork:TheDarkMonarch)
[The Dark Seer]:839,7c/5div  (Artwork:VoidGaze)
[The Deep One's Hide]:1c/0,01div  (Artwork:Chitinhull)
[The Devourer of Minds]:20c/0,12div  (Artwork:UberElderHelm)
[The Devouring Diadem]:30c/0,18div  (Artwork:TheDevouringDiadem)
[The Druggery]:3c/0,02div  (Artwork:TheDruggery)
[The Embalmer]:3c/0,02div  (Artwork:Allelopathy)
[The Enmity Divine][5L]:167,94c/1div  (Artwork:Rage Staff)
[The Enmity Divine]:15,9c/0,09div  (Artwork:Rage Staff)
[The Ephemeral Bond]:5c/0,03div  (Artwork:Charge Amplifier)
[The Eternal Apple]:1c/0,01div  (Artwork:TheEternalApple)
[The Eternal Struggle]:40c/0,24div  (Artwork:VoidcoreAmulet)
[The Eternity Shroud][5L]:174,38c/1,04div  (Artwork:MantleOfDismantling)
[The Eternity Shroud][6L]:167,98c/1div  (Artwork:MantleOfDismantling)
[The Eternity Shroud]:40c/0,24div  (Artwork:MantleOfDismantling)
[The Felbog Fang]:3c/0,02div  (Artwork:SabertoothsPendant)
[The First Crest]:14,5c/0,09div  (Artwork:RelicUnique2x2)
[The First Crest]:12c/0,07div  (Artwork:RelicUnique2x2)
[The First Crest]:5c/0,03div  (Artwork:RelicUnique2x2)
[The Flawed Refuge]:20c/0,12div  (Artwork:AfflictionShield)
[The Fledgling]:30c/0,18div  (Artwork:ExtremeFocus)
[The Flow Untethered]:28c/0,17div  (Artwork:HarbingerBelt)
[The Formless Flame]:14c/0,08div  (Artwork:FormlessInFlames)
[The Formless Inferno]:20c/0,12div  (Artwork:FormlessInFlamesUPGRADE)
[The Fourth Vow][6L]:335,96c/2div  (Artwork:ClericsSanctuary)
[The Fourth Vow][5L]:50c/0,3div  (Artwork:ClericsSanctuary)
[The Fourth Vow]:15c/0,09div  (Artwork:ClericsSanctuary)
[The Fracturing Spinner]:15c/0,09div  (Artwork:HarbingerQuiver)
[The Front Line]:10c/0,06div  (Artwork:Veteran'sAwarenessJewel)
[The Fulcrum][6L]:503,82c/3div  (Artwork:ElementalHarmony)
[The Fulcrum][5L]:167,94c/1div  (Artwork:ElementalHarmony)
[The Fulcrum]:90c/0,54div  (Artwork:ElementalHarmony)
[The Ghastly Theatre]:1c/0,01div  (Artwork:SmokeAndMirrors)
[The Gilded Chalice]:50c/0,3div  (Artwork:RelicUnique1x3)
[The Gluttonous Tide][6L]:159c/0,95div  (Artwork:FrenziedTentacles)
[The Gluttonous Tide][5L]:16c/0,1div  (Artwork:FrenziedTentacles)
[The Gluttonous Tide]:5c/0,03div  (Artwork:FrenziedTentacles)
[The Goddess Bound]:1c/0,01div  (Artwork:UniqueRapier6)
[The Goddess Scorned]:49c/0,29div  (Artwork:TheGoddessscorned)
[The Golden Rule]:5c/0,03div  (Artwork:TheGoldenRule)
[The Green Dream]:10c/0,06div  (Artwork:TheGreenDream)
[The Green Nightmare]:503,94c/3div  (Artwork:TheGreenDreamUpgrade)
[The Grey Spire]:5c/0,03div  (Artwork:TheGreySpire)
[The Gull]:90c/0,54div  (Artwork:TheGull)
[The Halcyon]:5c/0,03div  (Artwork:GlacierCacoon)
[The Hand of Phrecia]:10c/0,06div  (Artwork:PhreciaGloves)
[The Harvest][6L]:40c/0,24div  (Artwork:TheExtractor)
[The Harvest][5L]:10c/0,06div  (Artwork:TheExtractor)
[The Harvest]:1c/0,01div  (Artwork:TheExtractor)
[The Hateful Accuser]:20c/0,12div  (Artwork:RitualPhantasmRing)
[The Hidden Blade]:40c/0,24div  (Artwork:SecretBlade)
[The Highwayman]:4c/0,02div  (Artwork:BanditRing)
[The Hour of Divinity]:15c/0,09div  (Artwork:RelicUnique1x2)
[The Hungry Loop]:5c/0,03div  (Artwork:TheHungryLoop)
[The Ignomon]:2,98c/0,02div  (Artwork:Amulet6Unique)
[The Immortal Will]:251,97c/1,5div  (Artwork:HarbingerShieldUpgraded)
[The Infinite Pursuit]:4c/0,02div  (Artwork:TwoTonedBootsALT3)
[The Interrogation]:10c/0,06div  (Artwork:SecretsOfAgonyJewel)
[The Iron Fortress][6L]:503,94c/3div  (Artwork:IronHeart Final)
[The Iron Fortress][5L]:120c/0,71div  (Artwork:IronHeart Final)
[The Iron Fortress]:25c/0,15div  (Artwork:IronHeart Final)
[The Iron Mass]:15c/0,09div  (Artwork:SkeletonSword)
[The Ivory Tower][6L]:251,97c/1,5div  (Artwork:TheIvoryTower)
[The Ivory Tower][5L]:37c/0,22div  (Artwork:TheIvoryTower)
[The Ivory Tower]:7c/0,04div  (Artwork:TheIvoryTower)
[The Jinxed Juju]:10c/0,06div  (Artwork:JujusSoul)
[The Light of Meaning]:50c/0,3div  (Artwork:AfflictionJewel)
[The Living Blade][5L]:260,31c/1,55div  (Artwork:GreeneyesSword)
[The Living Blade][6L]:218,97c/1,3div  (Artwork:GreeneyesSword)
[The Living Blade]:10c/0,06div  (Artwork:GreeneyesSword)
[The Magnate]:20c/0,12div  (Artwork:BuckledBeltUnique)
[The Night Lamp]:9,6c/0,06div  (Artwork:RelicUnique2x1)
[The Oppressor]:1c/0,01div  (Artwork:TheSuppressor)
[The Original Scripture]:200302,07c/1192,42div  (Artwork:RelicUnique4x1)
[The Overflowing Chalice]:1c/0,01div  (Artwork:OverflowingChalice)
[The Pandemonius]:150c/0,89div  (Artwork:GlacierCacoonUpgrade)
[The Pariah]:9c/0,05div  (Artwork:ThePariah)
[The Perfect Form][6L]:503,94c/3div  (Artwork:ThePerfectForm)
[The Perfect Form]:35c/0,21div  (Artwork:ThePerfectForm)
[The Poet's Pen]:18,5c/0,11div  (Artwork:PoetsPen)
[The Poised Prism]:2c/0,01div  (Artwork:PrismaticGleam)
[The Power and the Promise]:13c/0,08div  (Artwork:CoreRelicUnique3x1)
[The Primordial Chain]:2c/0,01div  (Artwork:ThePrimordialChain)
[The Princess]:1c/0,01div  (Artwork:OneHandSword3Unique)
[The Putrid Cloister](T15):60c/0,36div  (Artwork:PutridCloister)
[The Putrid Cloister](T16):20c/0,12div  (Artwork:PutridCloister)
[The Putrid Cloister](T12):20c/0,12div  (Artwork:PutridCloister)
[The Queen's Hunger][6L]:503,94c/3div  (Artwork:TheQueensHunger)
[The Queen's Hunger][5L]:91c/0,54div  (Artwork:TheQueensHunger)
[The Queen's Hunger]:50c/0,3div  (Artwork:TheQueensHunger)
[The Queller of Minds]:5c/0,03div  (Artwork:RitualSilenceRing)
[The Rat Cage][6L]:100c/0,6div  (Artwork:TheRatCage)
[The Rat Cage][5L]:33,2c/0,2div  (Artwork:TheRatCage)
[The Rat Cage]:4,99c/0,03div  (Artwork:TheRatCage)
[The Red Dream]:90c/0,54div  (Artwork:TheRedDream)
[The Red Nightmare]:739,11c/4,4div  (Artwork:TheRedDreamUpgrade)
[The Red Trail]:20c/0,12div  (Artwork:TheInfinitePursuit)
[The Restless Ward][6L]:87c/0,52div  (Artwork:TheRestlessWard)
[The Restless Ward][5L]:20c/0,12div  (Artwork:TheRestlessWard)
[The Restless Ward]:3c/0,02div  (Artwork:TheRestlessWard)
[The Retch]:8c/0,05div  (Artwork:TheRetch)
[The Rippling Thoughts]:40c/0,24div  (Artwork:HarbingerLeagueSword)
[The Saviour]:2015,28c/12div  (Artwork:MirageBlade)
[The Scales of Justice]:5c/0,03div  (Artwork:GoddessScales)
[The Scourge]:5c/0,03div  (Artwork:TheScourge)
[The Screaming Eagle]:2c/0,01div  (Artwork:Screamingeagle)
[The Searing Touch][6L]:167,94c/1div  (Artwork:Staff4unique)
[The Searing Touch][5L]:44c/0,26div  (Artwork:Staff4unique)
[The Searing Touch]:4c/0,02div  (Artwork:Staff4unique)
[The Second Sacrament]:85,5c/0,51div  (Artwork:RelicUnique1x4)
[The Selfish Shepherd]:5,3c/0,03div  (Artwork:RitualLifedrainRing)
[The Shattered Divinity]:184,78c/1,1div  (Artwork:HarbingerQuiverUpgraded)
[The Siege]:9c/0,05div  (Artwork:KineticismJewel)
[The Snowblind Grace][6L]:167,98c/1div  (Artwork:TheSnowblindGrace)
[The Snowblind Grace][5L]:37c/0,22div  (Artwork:TheSnowblindGrace)
[The Snowblind Grace]:5c/0,03div  (Artwork:TheSnowblindGrace)
[The Sorrow of the Divine]:5c/0,03div  (Artwork:SorrowOfTheDivine)
[The Squire]:789,51c/4,7div  (Artwork:CaspirosResonance)
[The Stampede]:100c/0,6div  (Artwork:Supporter1bootA)
[The Stormheart][6L]:39,3c/0,23div  (Artwork:Staff8uniqueX)
[The Stormheart][5L]:8c/0,05div  (Artwork:Staff8uniqueX)
[The Stormheart]:1c/0,01div  (Artwork:Staff8uniqueX)
[The Supreme Truth]:20c/0,12div  (Artwork:Thesupremetruth)
[The Surging Thoughts]:225,04c/1,34div  (Artwork:HarbingerSwordUpgraded)
[The Surrender]:335,96c/2div  (Artwork:Longing2)
[The Taming]:20c/0,12div  (Artwork:TheTaming)
[The Tempest Rising]:18,3c/0,11div  (Artwork:UberSirusBoots)
[The Tempest's Binding]:15c/0,09div  (Artwork:ChillShockHarbingerMask)
[The Tempest's Liberation]:167,98c/1div  (Artwork:HarbingerHelmUpgraded)
[The Tempestuous Steel]:1c/0,01div  (Artwork:TempestuousSteel)
[The Three Dragons]:1c/0,01div  (Artwork:ThreeDragons)
[The Tides of Time]:50c/0,3div  (Artwork:UberShaperBelt)
[The Torrent's Reclamation]:167,98c/1div  (Artwork:HarbingerBeltUpgraded)
[The Trickster's Smile]:9,09c/0,05div  (Artwork:AzmeriHelmet)
[The Twilight Temple](T7):32c/0,19div  (Artwork:Celestial)
[The Twilight Temple](T15):20c/0,12div  (Artwork:Celestial)
[The Twilight Temple](T4):20c/0,12div  (Artwork:Celestial)
[The Twilight Temple](T16):20c/0,12div  (Artwork:Celestial)
[The Twilight Temple](T11):20c/0,12div  (Artwork:Celestial)
[The Unshattered Will]:38,2c/0,23div  (Artwork:Channeling Shield)
[The Untouched Soul]:20c/0,12div  (Artwork:StringOfRings)
[The Vertex]:5c/0,03div  (Artwork:TheVertex)
[The Vinktar Square](T16):9,99c/0,06div  (Artwork:TheVinktarSquare)
[The Vinktar Square](T5):8c/0,05div  (Artwork:TheVinktarSquare)
[The Vinktar Square](T8):7,4c/0,04div  (Artwork:TheVinktarSquare)
[The Vinktar Square](T12):7c/0,04div  (Artwork:TheVinktarSquare)
[The Warden's Brand]:2c/0,01div  (Artwork:TheWardensBand)
[The Wasp Nest]:1c/0,01div  (Artwork:Leviathanivory)
[The Whispering Ice][6L]:166,15c/0,99div  (Artwork:Staff8unique)
[The Whispering Ice][5L]:37c/0,22div  (Artwork:Staff8unique)
[The Whispering Ice]:4c/0,02div  (Artwork:Staff8unique)
[The Winds of Fate][6L]:1578,64c/9,4div  (Artwork:AnwensStaff)
[The Winds of Fate]:994,2c/5,92div  (Artwork:AnwensStaff)
[The Wise Oak]:4c/0,02div  (Artwork:TheWiseOak)
[The Writhing Jar]:3c/0,02div  (Artwork:WrithingJar)
[The Yielding Mortality][6L]:1880,93c/11,2div  (Artwork:HarbingerStaffUpgraded)
[The Yielding Mortality]:100c/0,6div  (Artwork:HarbingerStaffUpgraded)
[The Yielding Mortality][5L]:90c/0,54div  (Artwork:HarbingerStaffUpgraded)
[Thief's Torment]:3c/0,02div  (Artwork:ThiefsTorment)
[Third Piece of Brutality]:5c/0,03div  (Artwork:Shard3)
[Third Piece of Directions]:3c/0,02div  (Artwork:Shard3)
[Third Piece of Focus]:3c/0,02div  (Artwork:ChannelingShieldShard3)
[Third Piece of Storms]:5c/0,03div  (Artwork:Shard3)
[Third Piece of the Arcane]:5c/0,03div  (Artwork:HarbingerSwordShard3)
[Thousand Ribbons][6L]:427,96c/2,55div  (Artwork:Thousandribbons)
[Thousand Ribbons][5L]:68,5c/0,41div  (Artwork:Thousandribbons)
[Thousand Ribbons]:10c/0,06div  (Artwork:Thousandribbons)
[Thousand Teeth Temu]:1c/0,01div  (Artwork:ShieldDexUnique1)
[Thread of Hope]:30c/0,18div  (Artwork:ConnectedJewel)
[Three-step Assault]:1c/0,01div  (Artwork:ThreeStepAssault)
[Thrillsteel]:4c/0,02div  (Artwork:HelmofWar)
[Thunderfist]:20c/0,12div  (Artwork:thunderclaw)
[Thundersight]:5c/0,03div  (Artwork:ExplorersVisionLightning)
[Tidebreaker][6L]:167,94c/1div  (Artwork:Tidebreaker)
[Tidebreaker][5L]:128,5c/0,77div  (Artwork:Tidebreaker)
[Tidebreaker]:110c/0,65div  (Artwork:Tidebreaker)
[Timeclasp]:5c/0,03div  (Artwork:Timeclasp)
[Tinkerskin][6L]:164,38c/0,98div  (Artwork:TrapperArmour)
[Tinkerskin][5L]:20c/0,12div  (Artwork:TrapperArmour)
[Tinkerskin]:5c/0,03div  (Artwork:TrapperArmour)
[Titucius' Span]:1c/0,01div  (Artwork:ShieldStrUnique7)
[To Dust]:5c/0,03div  (Artwork:unique8)
[Tombfist]:20c/0,12div  (Artwork:AbyssGloves)
[Tombfist]:5c/0,03div  (Artwork:AbyssGloves)
[Torchoak Step]:1c/0,01div  (Artwork:85483)
[Touch of Anguish]:2c/0,01div  (Artwork:TouchOfAnguish)
[Transcendent Flesh]:218,37c/1,3div  (Artwork:TranscendentRed)
[Transcendent Mind]:159,7c/0,95div  (Artwork:TranscendentBlue)
[Transcendent Spirit]:251,97c/1,5div  (Artwork:TranscendentGreen)
[Tremor Rod][6L]:157,18c/0,94div  (Artwork:MineStaff)
[Tremor Rod][5L]:35c/0,21div  (Artwork:MineStaff)
[Tremor Rod]:3c/0,02div  (Artwork:MineStaff)
[Triad Grip]:1c/0,01div  (Artwork:MinionConversionGloves)
[Triumvirate Authority]:10c/0,06div  (Artwork:VaalUnsetRing)
[Trolltimber Spire]:1c/0,01div  (Artwork:ShieldStrUnique3)
[Trypanon][6L]:146c/0,87div  (Artwork:Trypanon)
[Trypanon][5L]:80c/0,48div  (Artwork:Trypanon)
[Trypanon]:5c/0,03div  (Artwork:Trypanon)
[Tukohama's Fortress]:100c/0,6div  (Artwork:TukohamasFortress)
[Tulborn]:5c/0,03div  (Artwork:Tulborn)
[Tulfall]:39,4c/0,23div  (Artwork:TulbornUpgraded)
[Twisted Distant Memory](T11):29,61c/0,18div  (Artwork:SynthesisLightningGuardianMap)
[Twyzel]:3c/0,02div  (Artwork:Wand1Unique)
[Ulaman's Gaze]:10c/0,06div  (Artwork:SearchingEyeUnique)
[Umbilicus Immortalis]:4c/0,02div  (Artwork:UmbilicusImmortalis)
[Unending Hunger]:20c/0,12div  (Artwork:SpectreJewel)
[Ungil's Gauche]:1c/0,01div  (Artwork:Dagger3unique)
[Ungil's Harmony]:5c/0,03div  (Artwork:UngilsHarmony)
[United in Dream]:40c/0,24div  (Artwork:EternalSleep2)
[Unnatural Instinct]:167,98c/1div  (Artwork:UnnaturalInstinct)
[Unyielding Flame]:15c/0,09div  (Artwork:DamnatioAeterna)
[Usurper's Penance]:5c/0,03div  (Artwork:UnbridledRage)
[Utula's Hunger][6L]:167,98c/1div  (Artwork:UtalaBodyArmour)
[Utula's Hunger][5L]:72,5c/0,43div  (Artwork:UtalaBodyArmour)
[Utula's Hunger]:15c/0,09div  (Artwork:UtalaBodyArmour)
[Uul-Netol's Embrace][6L]:503,82c/3div  (Artwork:UulNetolsKissUpgraded)
[Uul-Netol's Embrace][5L]:352,67c/2,1div  (Artwork:UulNetolsKissUpgraded)
[Uul-Netol's Embrace]:80c/0,48div  (Artwork:UulNetolsKissUpgraded)
[Uul-Netol's Kiss][6L]:251,91c/1,5div  (Artwork:UulNetolsKiss)
[Uul-Netol's Kiss][5L]:40c/0,24div  (Artwork:UulNetolsKiss)
[Uul-Netol's Kiss]:5c/0,03div  (Artwork:UulNetolsKiss)
[Uul-Netol's Vow]:3359,6c/20div  (Artwork:GiftofUulNetol)
[Uzaza's Meadow]:25c/0,15div  (Artwork:GreenComponent2)
[Uzaza's Mountain]:55c/0,33div  (Artwork:GreenComponent)
[Uzaza's Valley]:75c/0,45div  (Artwork:GreenComponent3)
[Vaal Caress]:5c/0,03div  (Artwork:VaalCaress)
[Valako's Sign]:5c/0,03div  (Artwork:ValakosSign)
[Valyrium]:3c/0,02div  (Artwork:Valyrium)
[Varunastra]:100c/0,6div  (Artwork:Varunastra)
[Vaults of Atziri](T15):28c/0,17div  (Artwork:UniqueMap1)
[Vaults of Atziri](T16):25c/0,15div  (Artwork:UniqueMap1)
[Vaults of Atziri](T4):25c/0,15div  (Artwork:UniqueMap1)
[Vaults of Atziri](T7):25c/0,15div  (Artwork:UniqueMap1)
[Vaults of Atziri](T11):25c/0,15div  (Artwork:UniqueMap1)
[Veil of the Night]:1c/0,01div  (Artwork:VeilOfTheNight)
[Venarius' Astrolabe]:100c/0,6div  (Artwork:VenariusAstrolabe)
[Venopuncture]:3,53c/0,02div  (Artwork:Bloodfreeze)
[Ventor's Gamble]:10c/0,06div  (Artwork:DieOfDestiny)
[Veruso's Ambition]:1c/0,01div  (Artwork:VersusoBoots)
[Veruso's Battering Rams]:1c/0,01div  (Artwork:VerusosBatteringRams)
[Vessel of Vinktar]:20c/0,12div  (Artwork:VinktarFlask)
[Victario's Acuity]:3,75c/0,02div  (Artwork:TurquoiseAmuletUnique)
[Victario's Charity]:2c/0,01div  (Artwork:VictarosCharity)
[Victario's Flight]:2c/0,01div  (Artwork:BootsDexIntUnique2)
[Victario's Influence][6L]:167,98c/1div  (Artwork:VictariosJacket)
[Victario's Influence][5L]:25c/0,15div  (Artwork:VictariosJacket)
[Victario's Influence]:3c/0,02div  (Artwork:VictariosJacket)
[Viridi's Veil]:20,2c/0,12div  (Artwork:ConstrictingCrown)
[Vis Mortis][6L]:80c/0,48div  (Artwork:VisMortis)
[Vis Mortis][5L]:40c/0,24div  (Artwork:VisMortis)
[Vis Mortis]:2c/0,01div  (Artwork:VisMortis)
[Vivinsect]:10c/0,06div  (Artwork:BetrayalExperimentationRing)
[Vix Lunaris]:5c/0,03div  (Artwork:ShieldStrDexUnique4)
[Vixen's Entrapment]:5,92c/0,04div  (Artwork:VixensEntrapment)
[Voice of the Storm]:15c/0,09div  (Artwork:VoiceOfTheStorm)
[Voices]:190763,88c/1135,63div  (Artwork:UniqueJewelBase3)
[Voices]:29396,5c/175div  (Artwork:UniqueJewelBase3)
[Voices]:50c/0,3div  (Artwork:UniqueJewelBase3)
[Voices]:5c/0,03div  (Artwork:UniqueJewelBase3)
[Void Battery]:40c/0,24div  (Artwork:VoidBattery)
[Voidbringer]:1c/0,01div  (Artwork:Hellbringer)
[Voideye]:3c/0,02div  (Artwork:unused4)
[Voidfletcher]:10c/0,06div  (Artwork:EldarQuiver)
[Voidforge][5L]:1679,4c/10div  (Artwork:Starforge)
[Voidforge][6L]:1511,46c/9div  (Artwork:Starforge)
[Voidforge]:1175,58c/7div  (Artwork:Starforge)
[Voidhome][6L]:30c/0,18div  (Artwork:Voidhome)
[Voidhome][5L]:3c/0,02div  (Artwork:Voidhome)
[Voidhome]:1c/0,01div  (Artwork:Voidhome)
[Voidwalker]:8c/0,05div  (Artwork:CrossingTheVoid)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
[Volkuur's Guidance]:5c/0,03div  (Artwork:PaleCouncilGloves)
