[Abberath's Hooves]:25c/0,14div  (Artwork:AbberathsHooves)
[Split Personality]:10c/0,06div  (Artwork:UniqueJewelBase1)
[Sporeguard][5L]:1061,22c/6div  (Artwork:Supporter1bodyA)
[Sporeguard][6L]:1027,61c/5,81div  (Artwork:Supporter1bodyA)
[Sporeguard]:707,48c/4div  (Artwork:Supporter1bodyA)
[Springleaf]:1c/0,01div  (Artwork:ShieldStrIntUnique2)
[Squirming Terror]:10c/0,06div  (Artwork:WrithingLoop)
[Starcaller][6L]:397,96c/2,25div  (Artwork:Starfell)
[Starcaller][5L]:166,12c/0,94div  (Artwork:Starfell)
[Starcaller]:130c/0,74div  (Artwork:Starfell)
[Starforge][6L]:1158,5c/6,55div  (Artwork:Starforge)
[Starforge][5L]:1096,59c/6,2div  (Artwork:Starforge)
[Starforge]:884,35c/5div  (Artwork:Starforge)
[Starkonja's Head]:3c/0,02div  (Artwork:Furryheadofstarkonja)
[Starlight Chalice]:2122,44c/12div  (Artwork:AdaptationFlask02)
[Stasis Prison][5L]:5306,1c/30div  (Artwork:ChronomancerArmour)
[Stasis Prison][6L]:1414,96c/8div  (Artwork:ChronomancerArmour)
[Stasis Prison]:1061,22c/6div  (Artwork:ChronomancerArmour)
[Steelworm]:5c/0,03div  (Artwork:ShardQuiver)
[Steppan Eard]:15c/0,08div  (Artwork:Assedaisfervor)
[Stone of Lazhwar]:2c/0,01div  (Artwork:Amulet5Unique)
[Storm Cloud][6L]:88,5c/0,5div  (Artwork:Stormcloud)
[Storm Cloud][5L]:20c/0,11div  (Artwork:Stormcloud)
[Storm Cloud]:1c/0,01div  (Artwork:Stormcloud)
[Storm Prison]:2c/0,01div  (Artwork:StormPrison)
[Storm Secret]:5c/0,03div  (Artwork:ThunderLoop)
[Stormcharger]:1c/0,01div  (Artwork:Stormcharger)
[Stormfire]:5c/0,03div  (Artwork:StormFire)
[Storm's Gift]:4c/0,02div  (Artwork:StormGloves)
[Stormseeker]:2,83c/0,02div  (Artwork:StormseekerGloves)
[Stormshroud]:353,74c/2div  (Artwork:GreenJewel2)
[Story of the Vaal]:10c/0,06div  (Artwork:StoryOfTheVaal)
[Stranglegasp]:7074,8c/40div  (Artwork:GiftOfGloph)
[Sublime Vision]:176,87c/1div  (Artwork:SublimeVision)
[Sudden Dawn]:8c/0,05div  (Artwork:SoullessElegance)
[Sunblast]:10c/0,06div  (Artwork:Belt8)
[Sundance]:1c/0,01div  (Artwork:Sundance)
[Surgebinders]:1c/0,01div  (Artwork:SurgeBinders)
[Survivor's Guilt]:7c/0,04div  (Artwork:ImbalancedCord)
[Svalinn]:21224,4c/120div  (Artwork:LayeredBarrierShield)
[Tabula Rasa][6L]:9c/0,05div  (Artwork:TabulaRasa)
[Tainted Pact]:4c/0,02div  (Artwork:TaintedPact)
[Tanu Ahi]:2c/0,01div  (Artwork:GorefistGloves)
[Taproot]:1,51c/0,01div  (Artwork:MarrowGasher)
[Taryn's Shiver][6L]:100c/0,57div  (Artwork:Tarynsshiver)
[Taryn's Shiver][5L]:64c/0,36div  (Artwork:Tarynsshiver)
[Taryn's Shiver]:3,95c/0,02div  (Artwork:Tarynsshiver)
[Tasalio's Sign]:3,54c/0,02div  (Artwork:TasaliosSign)
[Taste of Hate]:10c/0,06div  (Artwork:TasteOfHate)
[Tavukai]:5c/0,03div  (Artwork:Tavukai)
[Tawhanuku's Timing]:5c/0,03div  (Artwork:TawhanukuRing)
[Tawhoa's Felling][6L]:176,87c/1div  (Artwork:JadeMarohiErqiHammer)
[Tawhoa's Felling][5L]:176,87c/1div  (Artwork:JadeMarohiErqiHammer)
[Tawhoa's Felling]:20c/0,11div  (Artwork:JadeMarohiErqiHammer)
[Tear of Purity]:1,6c/0,01div  (Artwork:TearOfPurity)
[Tecrod's Gaze]:20c/0,11div  (Artwork:MurderousEyeUnique)
[Tempered Flesh]:7c/0,04div  (Artwork:TemperedRed)
[Tempered Mind]:4c/0,02div  (Artwork:TemperedBlue)
[Tempered Spirit]:30c/0,17div  (Artwork:TemperedGreen)
[Temptation Step]:5c/0,03div  (Artwork:AtaitolBoots)
[Terminus Est][6L]:100c/0,57div  (Artwork:TwoHandSwordUnique2)
[Terminus Est][5L]:26,5c/0,15div  (Artwork:TwoHandSwordUnique2)
[Terminus Est]:2c/0,01div  (Artwork:TwoHandSwordUnique2)
[The Admiral][6L]:707,48c/4div  (Artwork:HeartoftheElements)
[The Admiral][5L]:176,87c/1div  (Artwork:HeartoftheElements)
[The Admiral]:100c/0,57div  (Artwork:HeartoftheElements)
[The Adorned]:50c/0,28div  (Artwork:TrialmasterJew)
[The Anima Stone]:70c/0,4div  (Artwork:GolemChaos)
[The Annihilating Light][6L]:353,74c/2div  (Artwork:IntrepidusDolorem)
[The Annihilating Light][5L]:90,5c/0,51div  (Artwork:IntrepidusDolorem)
[The Annihilating Light]:15c/0,08div  (Artwork:IntrepidusDolorem)
[The Anticipation]:10c/0,06div  (Artwork:Longing1)
[The Anvil]:5c/0,03div  (Artwork:Anvil)
[The Apostate][5L]:778,23c/4,4div  (Artwork:UberCortexArmour)
[The Apostate][6L]:707,48c/4div  (Artwork:UberCortexArmour)
[The Apostate]:176,87c/1div  (Artwork:UberCortexArmour)
[The Arkhon's Tools]:20c/0,11div  (Artwork:TinkerersTools)
[The Aylardex]:4c/0,02div  (Artwork:Xedralyas)
[The Balance of Terror]:176,87c/1div  (Artwork:unique19)
[The Baron]:1c/0,01div  (Artwork:TheBaron)
[The Battle Within]:5c/0,03div  (Artwork:UniqueOakbranch)
[The Beachhead](T5):10c/0,06div  (Artwork:HarbingerWhite)
[The Beachhead](T10):8c/0,05div  (Artwork:HarbingerYellow)
[The Beachhead](T15):8c/0,05div  (Artwork:HarbingerRed)
[The Beast Fur Shawl][6L]:50c/0,28div  (Artwork:BeastFurShawl)
[The Beast Fur Shawl][5L]:20c/0,11div  (Artwork:BeastFurShawl)
[The Beast Fur Shawl]:2c/0,01div  (Artwork:BeastFurShawl)
[The Black Cane]:3c/0,02div  (Artwork:TheBlackCane)
[The Blood Dance]:3c/0,02div  (Artwork:GoreFrenzy)
[The Blood of Innocence]:1061,22c/6div  (Artwork:CoreRelicUnique1x2)
[The Blood Reaper][6L]:30c/0,17div  (Artwork:TwoHandAxeUnique2)
[The Blood Reaper][5L]:27,5c/0,16div  (Artwork:TwoHandAxeUnique2)
[The Blood Reaper]:1c/0,01div  (Artwork:TwoHandAxeUnique2)
[The Blood Thorn]:1c/0,01div  (Artwork:TheBloodThorn)
[The Blue Dream]:8,8c/0,05div  (Artwork:TheBlueDream)
[The Blue Nightmare]:176,87c/1div  (Artwork:TheBlueDreamUpgrade)
[The Brass Dome][6L]:353,74c/2div  (Artwork:DomeOfBrass)
[The Brass Dome][5L]:100c/0,57div  (Artwork:DomeOfBrass)
[The Brass Dome]:30c/0,17div  (Artwork:DomeOfBrass)
[The Brine Crown]:100c/0,57div  (Artwork:TheBrineCrown)
[The Bringer of Rain]:4c/0,02div  (Artwork:TheBringerofRain)
[The Broken Censer]:5c/0,03div  (Artwork:RelicUnique3x1)
[The Broken Crown]:4c/0,02div  (Artwork:BrokenCrown)
[The Burden of Shadows][6L]:530,61c/3div  (Artwork:VoodooKingStaff)
[The Burden of Shadows][5L]:40c/0,23div  (Artwork:VoodooKingStaff)
[The Burden of Shadows]:25c/0,14div  (Artwork:VoodooKingStaff)
[The Burden of Truth]:5c/0,03div  (Artwork:SirusBelt)
[The Celestial Brace]:3360,53c/19div  (Artwork:UberSearingExarchGloves)
[The Chains of Castigation]:353,74c/2div  (Artwork:CoreRelicUnique1x3)
[The Coming Calamity][6L]:60c/0,34div  (Artwork:SpiritHarness)
[The Coming Calamity][5L]:19,8c/0,11div  (Artwork:SpiritHarness)
[The Coming Calamity]:1c/0,01div  (Artwork:SpiritHarness)
[The Consuming Dark]:4c/0,02div  (Artwork:ConsumingtheDark)
[The Covenant][6L]:442,18c/2,5div  (Artwork:Embrace)
[The Covenant][5L]:97,5c/0,55div  (Artwork:Embrace)
[The Covenant]:30c/0,17div  (Artwork:Embrace)
[The Coward's Trial](T10):50c/0,28div  (Artwork:UndeadSiege)
[The Coward's Trial](T7):30c/0,17div  (Artwork:UndeadSiege)
[The Coward's Trial](T16):30c/0,17div  (Artwork:UndeadSiege)
[The Coward's Trial](T14):30c/0,17div  (Artwork:UndeadSiege)
[The Crimson Storm][6L]:42c/0,24div  (Artwork:FortificationsUnique)
[The Crimson Storm][5L]:32c/0,18div  (Artwork:FortificationsUnique)
[The Crimson Storm]:10c/0,06div  (Artwork:FortificationsUnique)
[The Dancing Dervish][6L]:100c/0,57div  (Artwork:Rhysblade)
[The Dancing Dervish][5L]:40c/0,23div  (Artwork:Rhysblade)
[The Dancing Dervish]:2c/0,01div  (Artwork:Rhysblade)
[The Dark Monarch]:30c/0,17div  (Artwork:TheDarkMonarch)
[The Dark Seer]:884,35c/5div  (Artwork:VoidGaze)
[The Deep One's Hide]:1c/0,01div  (Artwork:Chitinhull)
[The Devourer of Minds]:25c/0,14div  (Artwork:UberElderHelm)
[The Devouring Diadem]:27c/0,15div  (Artwork:TheDevouringDiadem)
[The Druggery]:3c/0,02div  (Artwork:TheDruggery)
[The Embalmer]:2c/0,01div  (Artwork:Allelopathy)
[The Enmity Divine][5L]:176,87c/1div  (Artwork:Rage Staff)
[The Enmity Divine]:15c/0,08div  (Artwork:Rage Staff)
[The Ephemeral Bond]:5c/0,03div  (Artwork:Charge Amplifier)
[The Eternal Apple]:1c/0,01div  (Artwork:TheEternalApple)
[The Eternal Struggle]:40c/0,23div  (Artwork:VoidcoreAmulet)
[The Eternity Shroud][5L]:247,24c/1,4div  (Artwork:MantleOfDismantling)
[The Eternity Shroud][6L]:176,87c/1div  (Artwork:MantleOfDismantling)
[The Eternity Shroud]:44,4c/0,25div  (Artwork:MantleOfDismantling)
[The Felbog Fang]:4c/0,02div  (Artwork:SabertoothsPendant)
[The First Crest]:10c/0,06div  (Artwork:RelicUnique2x2)
[The First Crest]:6,8c/0,04div  (Artwork:RelicUnique2x2)
[The First Crest]:6,5c/0,04div  (Artwork:RelicUnique2x2)
[The Flawed Refuge]:20c/0,11div  (Artwork:AfflictionShield)
[The Fledgling]:30c/0,17div  (Artwork:ExtremeFocus)
[The Flow Untethered]:28c/0,16div  (Artwork:HarbingerBelt)
[The Formless Flame]:10c/0,06div  (Artwork:FormlessInFlames)
[The Formless Inferno]:20c/0,11div  (Artwork:FormlessInFlamesUPGRADE)
[The Fourth Vow][6L]:353,74c/2div  (Artwork:ClericsSanctuary)
[The Fourth Vow][5L]:50c/0,28div  (Artwork:ClericsSanctuary)
[The Fourth Vow]:15c/0,08div  (Artwork:ClericsSanctuary)
[The Fracturing Spinner]:15c/0,08div  (Artwork:HarbingerQuiver)
[The Front Line]:10c/0,06div  (Artwork:Veteran'sAwarenessJewel)
[The Fulcrum][6L]:530,61c/3div  (Artwork:ElementalHarmony)
[The Fulcrum][5L]:176,87c/1div  (Artwork:ElementalHarmony)
[The Fulcrum]:80c/0,45div  (Artwork:ElementalHarmony)
[The Ghastly Theatre]:1c/0,01div  (Artwork:SmokeAndMirrors)
[The Gilded Chalice]:52,1c/0,29div  (Artwork:RelicUnique1x3)
[The Gluttonous Tide][6L]:173,5c/0,98div  (Artwork:FrenziedTentacles)
[The Gluttonous Tide][5L]:15c/0,08div  (Artwork:FrenziedTentacles)
[The Gluttonous Tide]:5c/0,03div  (Artwork:FrenziedTentacles)
[The Goddess Bound]:1c/0,01div  (Artwork:UniqueRapier6)
[The Goddess Scorned]:50c/0,28div  (Artwork:TheGoddessscorned)
[The Golden Rule]:5c/0,03div  (Artwork:TheGoldenRule)
[The Green Dream]:10c/0,06div  (Artwork:TheGreenDream)
[The Green Nightmare]:619,04c/3,5div  (Artwork:TheGreenDreamUpgrade)
[The Grey Spire]:5c/0,03div  (Artwork:TheGreySpire)
[The Gull]:85c/0,48div  (Artwork:TheGull)
[The Halcyon]:5c/0,03div  (Artwork:GlacierCacoon)
[The Hand of Phrecia]:10c/0,06div  (Artwork:PhreciaGloves)
[The Harvest][6L]:37,5c/0,21div  (Artwork:TheExtractor)
[The Harvest][5L]:19,4c/0,11div  (Artwork:TheExtractor)
[The Harvest]:1c/0,01div  (Artwork:TheExtractor)
[The Hateful Accuser]:20c/0,11div  (Artwork:RitualPhantasmRing)
[The Hidden Blade]:40c/0,23div  (Artwork:SecretBlade)
[The Highwayman]:3,7c/0,02div  (Artwork:BanditRing)
[The Hour of Divinity]:15c/0,08div  (Artwork:RelicUnique1x2)
[The Hungry Loop]:5c/0,03div  (Artwork:TheHungryLoop)
[The Ignomon]:3c/0,02div  (Artwork:Amulet6Unique)
[The Immortal Will]:176,87c/1div  (Artwork:HarbingerShieldUpgraded)
[The Infinite Pursuit]:4c/0,02div  (Artwork:TwoTonedBootsALT3)
[The Interrogation]:10c/0,06div  (Artwork:SecretsOfAgonyJewel)
[The Iron Fortress][6L]:530,61c/3div  (Artwork:IronHeart Final)
[The Iron Fortress][5L]:120c/0,68div  (Artwork:IronHeart Final)
[The Iron Fortress]:20c/0,11div  (Artwork:IronHeart Final)
[The Iron Mass]:15c/0,08div  (Artwork:SkeletonSword)
[The Ivory Tower][6L]:265,3c/1,5div  (Artwork:TheIvoryTower)
[The Ivory Tower][5L]:38,6c/0,22div  (Artwork:TheIvoryTower)
[The Ivory Tower]:5c/0,03div  (Artwork:TheIvoryTower)
[The Jinxed Juju]:10c/0,06div  (Artwork:JujusSoul)
[The Light of Meaning]:40c/0,23div  (Artwork:AfflictionJewel)
[The Living Blade][5L]:274,15c/1,55div  (Artwork:GreeneyesSword)
[The Living Blade][6L]:155,37c/0,88div  (Artwork:GreeneyesSword)
[The Living Blade]:10c/0,06div  (Artwork:GreeneyesSword)
[The Magnate]:20c/0,11div  (Artwork:BuckledBeltUnique)
[The Night Lamp]:10c/0,06div  (Artwork:RelicUnique2x1)
[The Oppressor]:1c/0,01div  (Artwork:TheSuppressor)
[The Original Scripture]:213615,92c/1207,76div  (Artwork:RelicUnique4x1)
[The Overflowing Chalice]:2c/0,01div  (Artwork:OverflowingChalice)
[The Pandemonius]:150c/0,85div  (Artwork:GlacierCacoonUpgrade)
[The Pariah]:9,9c/0,06div  (Artwork:ThePariah)
[The Perfect Form][6L]:530,61c/3div  (Artwork:ThePerfectForm)
[The Perfect Form]:35c/0,2div  (Artwork:ThePerfectForm)
[The Poet's Pen]:15,3c/0,09div  (Artwork:PoetsPen)
[The Poised Prism]:2c/0,01div  (Artwork:PrismaticGleam)
[The Power and the Promise]:10c/0,06div  (Artwork:CoreRelicUnique3x1)
[The Primordial Chain]:2c/0,01div  (Artwork:ThePrimordialChain)
[The Princess]:1c/0,01div  (Artwork:OneHandSword3Unique)
[The Putrid Cloister](T15):56,43c/0,32div  (Artwork:PutridCloister)
[The Putrid Cloister](T16):20c/0,11div  (Artwork:PutridCloister)
[The Putrid Cloister](T12):20c/0,11div  (Artwork:PutridCloister)
[The Queen's Hunger][6L]:459,86c/2,6div  (Artwork:TheQueensHunger)
[The Queen's Hunger][5L]:92c/0,52div  (Artwork:TheQueensHunger)
[The Queen's Hunger]:50c/0,28div  (Artwork:TheQueensHunger)
[The Queller of Minds]:6,6c/0,04div  (Artwork:RitualSilenceRing)
[The Rat Cage][6L]:100c/0,57div  (Artwork:TheRatCage)
[The Rat Cage][5L]:34c/0,19div  (Artwork:TheRatCage)
[The Rat Cage]:4c/0,02div  (Artwork:TheRatCage)
[The Red Dream]:100c/0,57div  (Artwork:TheRedDream)
[The Red Nightmare]:760,54c/4,3div  (Artwork:TheRedDreamUpgrade)
[The Red Trail]:20c/0,11div  (Artwork:TheInfinitePursuit)
[The Restless Ward][6L]:80c/0,45div  (Artwork:TheRestlessWard)
[The Restless Ward][5L]:15,8c/0,09div  (Artwork:TheRestlessWard)
[The Restless Ward]:3c/0,02div  (Artwork:TheRestlessWard)
[The Retch]:8c/0,05div  (Artwork:TheRetch)
[The Rippling Thoughts]:38,8c/0,22div  (Artwork:HarbingerLeagueSword)
[The Saviour]:2122,44c/12div  (Artwork:MirageBlade)
[The Scales of Justice]:5c/0,03div  (Artwork:GoddessScales)
[The Scourge]:5,7c/0,03div  (Artwork:TheScourge)
[The Screaming Eagle]:2c/0,01div  (Artwork:Screamingeagle)
[The Searing Touch][6L]:176,87c/1div  (Artwork:Staff4unique)
[The Searing Touch][5L]:44c/0,25div  (Artwork:Staff4unique)
[The Searing Touch]:3c/0,02div  (Artwork:Staff4unique)
[The Second Sacrament]:80,2c/0,45div  (Artwork:RelicUnique1x4)
[The Selfish Shepherd]:6,1c/0,03div  (Artwork:RitualLifedrainRing)
[The Shattered Divinity]:130,75c/0,74div  (Artwork:HarbingerQuiverUpgraded)
[The Siege]:5c/0,03div  (Artwork:KineticismJewel)
[The Snowblind Grace][6L]:176,87c/1div  (Artwork:TheSnowblindGrace)
[The Snowblind Grace][5L]:37,5c/0,21div  (Artwork:TheSnowblindGrace)
[The Snowblind Grace]:5c/0,03div  (Artwork:TheSnowblindGrace)
[The Sorrow of the Divine]:3c/0,02div  (Artwork:SorrowOfTheDivine)
[The Squire]:795,92c/4,5div  (Artwork:CaspirosResonance)
[The Stampede]:99,99c/0,57div  (Artwork:Supporter1bootA)
[The Stormheart][6L]:40c/0,23div  (Artwork:Staff8uniqueX)
[The Stormheart][5L]:11c/0,06div  (Artwork:Staff8uniqueX)
[The Stormheart]:1c/0,01div  (Artwork:Staff8uniqueX)
[The Supreme Truth]:20c/0,11div  (Artwork:Thesupremetruth)
[The Surging Thoughts]:176,87c/1div  (Artwork:HarbingerSwordUpgraded)
[The Surrender]:336,05c/1,9div  (Artwork:Longing2)
[The Taming]:20c/0,11div  (Artwork:TheTaming)
[The Tempest Rising]:17,8c/0,1div  (Artwork:UberSirusBoots)
[The Tempest's Binding]:15c/0,08div  (Artwork:ChillShockHarbingerMask)
[The Tempest's Liberation]:176,87c/1div  (Artwork:HarbingerHelmUpgraded)
[The Tempestuous Steel]:1c/0,01div  (Artwork:TempestuousSteel)
[The Three Dragons]:1c/0,01div  (Artwork:ThreeDragons)
[The Tides of Time]:50c/0,28div  (Artwork:UberShaperBelt)
[The Torrent's Reclamation]:176,87c/1div  (Artwork:HarbingerBeltUpgraded)
[The Trickster's Smile]:10c/0,06div  (Artwork:AzmeriHelmet)
[The Twilight Temple](T7):38c/0,21div  (Artwork:Celestial)
[The Twilight Temple](T15):20c/0,11div  (Artwork:Celestial)
[The Twilight Temple](T4):20c/0,11div  (Artwork:Celestial)
[The Twilight Temple](T16):20c/0,11div  (Artwork:Celestial)
[The Twilight Temple](T11):20c/0,11div  (Artwork:Celestial)
[The Unshattered Will]:40c/0,23div  (Artwork:Channeling Shield)
[The Untouched Soul]:20c/0,11div  (Artwork:StringOfRings)
[The Vertex]:5c/0,03div  (Artwork:TheVertex)
[The Vinktar Square](T12):8,8c/0,05div  (Artwork:TheVinktarSquare)
[The Vinktar Square](T16):8,6c/0,05div  (Artwork:TheVinktarSquare)
[The Vinktar Square](T8):8,6c/0,05div  (Artwork:TheVinktarSquare)
[The Vinktar Square](T5):8c/0,05div  (Artwork:TheVinktarSquare)
[The Warden's Brand]:1c/0,01div  (Artwork:TheWardensBand)
[The Wasp Nest]:1c/0,01div  (Artwork:Leviathanivory)
[The Whispering Ice][6L]:150c/0,85div  (Artwork:Staff8unique)
[The Whispering Ice][5L]:26c/0,15div  (Artwork:Staff8unique)
[The Whispering Ice]:4c/0,02div  (Artwork:Staff8unique)
[The Winds of Fate][6L]:1326,52c/7,5div  (Artwork:AnwensStaff)
[The Winds of Fate]:1061,22c/6div  (Artwork:AnwensStaff)
[The Wise Oak]:5c/0,03div  (Artwork:TheWiseOak)
[The Writhing Jar]:3c/0,02div  (Artwork:WrithingJar)
[The Yielding Mortality][6L]:1980,94c/11,2div  (Artwork:HarbingerStaffUpgraded)
[The Yielding Mortality]:158,06c/0,89div  (Artwork:HarbingerStaffUpgraded)
[The Yielding Mortality][5L]:90c/0,51div  (Artwork:HarbingerStaffUpgraded)
[Thief's Torment]:3c/0,02div  (Artwork:ThiefsTorment)
[Third Piece of Brutality]:5c/0,03div  (Artwork:Shard3)
[Third Piece of Directions]:3c/0,02div  (Artwork:Shard3)
[Third Piece of Focus]:4,8c/0,03div  (Artwork:ChannelingShieldShard3)
[Third Piece of Storms]:3,8c/0,02div  (Artwork:Shard3)
[Third Piece of the Arcane]:5c/0,03div  (Artwork:HarbingerSwordShard3)
[Thousand Ribbons][6L]:506,46c/2,86div  (Artwork:Thousandribbons)
[Thousand Ribbons][5L]:71c/0,4div  (Artwork:Thousandribbons)
[Thousand Ribbons]:10c/0,06div  (Artwork:Thousandribbons)
[Thousand Teeth Temu]:1c/0,01div  (Artwork:ShieldDexUnique1)
[Thread of Hope]:30c/0,17div  (Artwork:ConnectedJewel)
[Three-step Assault]:1c/0,01div  (Artwork:ThreeStepAssault)
[Thrillsteel]:4c/0,02div  (Artwork:HelmofWar)
[Thunderfist]:20c/0,11div  (Artwork:thunderclaw)
[Thundersight]:5c/0,03div  (Artwork:ExplorersVisionLightning)
[Tidebreaker][6L]:172,06c/0,97div  (Artwork:Tidebreaker)
[Tidebreaker][5L]:131c/0,74div  (Artwork:Tidebreaker)
[Tidebreaker]:105c/0,59div  (Artwork:Tidebreaker)
[Timeclasp]:5c/0,03div  (Artwork:Timeclasp)
[Tinkerskin][6L]:163,44c/0,92div  (Artwork:TrapperArmour)
[Tinkerskin][5L]:20c/0,11div  (Artwork:TrapperArmour)
[Tinkerskin]:5c/0,03div  (Artwork:TrapperArmour)
[Titucius' Span]:1c/0,01div  (Artwork:ShieldStrUnique7)
[To Dust]:5c/0,03div  (Artwork:unique8)
[Tombfist]:20c/0,11div  (Artwork:AbyssGloves)
[Tombfist]:4,7c/0,03div  (Artwork:AbyssGloves)
[Torchoak Step]:1c/0,01div  (Artwork:85483)
[Touch of Anguish]:3c/0,02div  (Artwork:TouchOfAnguish)
[Transcendent Flesh]:247,62c/1,4div  (Artwork:TranscendentRed)
[Transcendent Mind]:160c/0,9div  (Artwork:TranscendentBlue)
[Transcendent Spirit]:265,3c/1,5div  (Artwork:TranscendentGreen)
[Tremor Rod][6L]:150c/0,85div  (Artwork:MineStaff)
[Tremor Rod][5L]:36c/0,2div  (Artwork:MineStaff)
[Tremor Rod]:3c/0,02div  (Artwork:MineStaff)
[Triad Grip]:1c/0,01div  (Artwork:MinionConversionGloves)
[Triumvirate Authority]:10c/0,06div  (Artwork:VaalUnsetRing)
[Trolltimber Spire]:1c/0,01div  (Artwork:ShieldStrUnique3)
[Trypanon][6L]:145c/0,82div  (Artwork:Trypanon)
[Trypanon][5L]:11c/0,06div  (Artwork:Trypanon)
[Trypanon]:5c/0,03div  (Artwork:Trypanon)
[Tukohama's Fortress]:100c/0,57div  (Artwork:TukohamasFortress)
[Tulborn]:5c/0,03div  (Artwork:Tulborn)
[Tulfall]:35c/0,2div  (Artwork:TulbornUpgraded)
[Twisted Distant Memory](T11):29,48c/0,17div  (Artwork:SynthesisLightningGuardianMap)
[Twyzel]:3c/0,02div  (Artwork:Wand1Unique)
[Ulaman's Gaze]:10c/0,06div  (Artwork:SearchingEyeUnique)
[Umbilicus Immortalis]:4c/0,02div  (Artwork:UmbilicusImmortalis)
[Unending Hunger]:20c/0,11div  (Artwork:SpectreJewel)
[Ungil's Gauche]:1c/0,01div  (Artwork:Dagger3unique)
[Ungil's Harmony]:5c/0,03div  (Artwork:UngilsHarmony)
[United in Dream]:40c/0,23div  (Artwork:EternalSleep2)
[Unnatural Instinct]:176,87c/1div  (Artwork:UnnaturalInstinct)
[Unyielding Flame]:10c/0,06div  (Artwork:DamnatioAeterna)
[Usurper's Penance]:5c/0,03div  (Artwork:UnbridledRage)
[Utula's Hunger][6L]:176,87c/1div  (Artwork:UtalaBodyArmour)
[Utula's Hunger][5L]:78c/0,44div  (Artwork:UtalaBodyArmour)
[Utula's Hunger]:14c/0,08div  (Artwork:UtalaBodyArmour)
[Uul-Netol's Embrace][6L]:530,61c/3div  (Artwork:UulNetolsKissUpgraded)
[Uul-Netol's Embrace][5L]:371,43c/2,1div  (Artwork:UulNetolsKissUpgraded)
[Uul-Netol's Embrace]:71c/0,4div  (Artwork:UulNetolsKissUpgraded)
[Uul-Netol's Kiss][6L]:282,99c/1,6div  (Artwork:UulNetolsKiss)
[Uul-Netol's Kiss][5L]:44c/0,25div  (Artwork:UulNetolsKiss)
[Uul-Netol's Kiss]:5c/0,03div  (Artwork:UulNetolsKiss)
[Uul-Netol's Vow]:3537,4c/20div  (Artwork:GiftofUulNetol)
[Uzaza's Meadow]:25c/0,14div  (Artwork:GreenComponent2)
[Uzaza's Mountain]:56,2c/0,32div  (Artwork:GreenComponent)
[Uzaza's Valley]:79c/0,45div  (Artwork:GreenComponent3)
[Vaal Caress]:5c/0,03div  (Artwork:VaalCaress)
[Valako's Sign]:4c/0,02div  (Artwork:ValakosSign)
[Valyrium]:5c/0,03div  (Artwork:Valyrium)
[Varunastra]:100c/0,57div  (Artwork:Varunastra)
[Vaults of Atziri](T15):28c/0,16div  (Artwork:UniqueMap1)
[Vaults of Atziri](T11):27c/0,15div  (Artwork:UniqueMap1)
[Vaults of Atziri](T16):25c/0,14div  (Artwork:UniqueMap1)
[Vaults of Atziri](T4):25c/0,14div  (Artwork:UniqueMap1)
[Vaults of Atziri](T7):25c/0,14div  (Artwork:UniqueMap1)
[Veil of the Night]:1c/0,01div  (Artwork:VeilOfTheNight)
[Venarius' Astrolabe]:100c/0,57div  (Artwork:VenariusAstrolabe)
[Venopuncture]:2c/0,01div  (Artwork:Bloodfreeze)
[Ventor's Gamble]:10c/0,06div  (Artwork:DieOfDestiny)
[Veruso's Ambition]:1c/0,01div  (Artwork:VersusoBoots)
[Veruso's Battering Rams]:1c/0,01div  (Artwork:VerusosBatteringRams)
[Vessel of Vinktar]:20c/0,11div  (Artwork:VinktarFlask)
[Victario's Acuity]:2c/0,01div  (Artwork:TurquoiseAmuletUnique)
[Victario's Charity]:3c/0,02div  (Artwork:VictarosCharity)
[Victario's Flight]:2c/0,01div  (Artwork:BootsDexIntUnique2)
[Victario's Influence][6L]:176,87c/1div  (Artwork:VictariosJacket)
[Victario's Influence][5L]:30c/0,17div  (Artwork:VictariosJacket)
[Victario's Influence]:3c/0,02div  (Artwork:VictariosJacket)
[Viridi's Veil]:20c/0,11div  (Artwork:ConstrictingCrown)
[Vis Mortis][6L]:80c/0,45div  (Artwork:VisMortis)
[Vis Mortis][5L]:23c/0,13div  (Artwork:VisMortis)
[Vis Mortis]:2c/0,01div  (Artwork:VisMortis)
[Vivinsect]:10c/0,06div  (Artwork:BetrayalExperimentationRing)
[Vix Lunaris]:5c/0,03div  (Artwork:ShieldStrDexUnique4)
[Vixen's Entrapment]:6c/0,03div  (Artwork:VixensEntrapment)
[Voice of the Storm]:15c/0,08div  (Artwork:VoiceOfTheStorm)
[Voices]:194196,29c/1097,96div  (Artwork:UniqueJewelBase3)
[Voices]:30722,32c/173,7div  (Artwork:UniqueJewelBase3)
[Voices]:50c/0,28div  (Artwork:UniqueJewelBase3)
[Voices]:5c/0,03div  (Artwork:UniqueJewelBase3)
[Void Battery]:45c/0,25div  (Artwork:VoidBattery)
[Voidbringer]:1c/0,01div  (Artwork:Hellbringer)
[Voideye]:3c/0,02div  (Artwork:unused4)
[Voidfletcher]:10c/0,06div  (Artwork:EldarQuiver)
[Voidforge][6L]:1768,7c/10div  (Artwork:Starforge)
[Voidforge][5L]:1131,97c/6,4div  (Artwork:Starforge)
[Voidforge]:1061,22c/6div  (Artwork:Starforge)
[Voidhome][6L]:30c/0,17div  (Artwork:Voidhome)
